feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,feat_71,feat_72,feat_73,feat_74,feat_75,feat_76,feat_77,feat_78,feat_79,feat_80,feat_81,feat_82,feat_83,feat_84,feat_85,feat_86,feat_87,feat_88,feat_89,feat_90,feat_91,feat_92,feat_93,feat_94,feat_95,feat_96,feat_97,feat_98,feat_99,feat_100,fat
-1.0548102582262104,-1.0566791123578856,-1.058853085531467,-1.0607982194236176,-1.062400094393625,-1.0638112699624414,-1.0650698860103036,-1.0658708234953074,-1.0656801240941147,-1.0649936062498266,-1.0637349902019644,-1.062209394992434,-1.060264261100282,-1.0576707492440802,-1.054238160022638,-1.0500809130766675,-1.045313428046884,-1.0398975650530513,-1.0334900651730239,-1.026129068287039,-1.0177382946346225,-1.0088898424193458,-0.9998125509226397,-0.9906589796654582,-0.9816198280489906,-0.972351837151092,-0.963236405774149,-0.9547693523612539,-0.9470269566728872,-0.9399329389485718,-0.9331059003859224,-0.9256686237394621,-0.9168201715241854,-0.9056833264946133,-0.8908850529621679,-0.8711285949987501,-0.8438204407481547,-0.8087698908091943,-0.7653667070980542,-0.7135727497344962,-0.6539601169220962,-0.5869864872237112,-0.512804420160295,-0.4316046151330389,-0.34327265250122874,-0.24761783286367206,-0.143343400292268,-0.026902345924858802,0.10429884209475557,0.25277739586230324,0.41971565166516783,0.6020242792040521,0.7918464631498737,0.9768630221856736,1.1433435994256793,1.280837867684609,1.3856081186991085,1.4607055428882438,1.5134911371379962,1.5506775203702998,1.5778331150999412,1.5977421325843129,1.6113199299491328,1.6182995280327344,1.61841394767345,1.610785971625797,1.5953774600095405,1.5729130705492054,1.543964901448366,1.5090669110303578,1.4689056171394692,1.4234047400152248,1.3732507975019126,1.318825188401916,1.2609288502002372,1.1999050418190207,1.1362877215816025,1.0706871275717935,1.0029507002686433,0.9336886777559629,0.8629773397942293,0.7907022667427251,0.7167108990805017,0.6407743975261243,0.5631597412412643,0.4842864689085437,0.40457411921057923,0.32486176951261475,0.2457215180182246,0.16726778436812417,0.08965312808326423,0.01295382892412343,-0.06244871430691818,-0.136134962927237,-0.20749467885302195,-0.276451582323796,-0.34258613465693893,-0.40586019597221223,-0.4661212067486636,-0.5239412651898672,0.9
-1.0563085237057501,-1.058662086549874,-1.061254994767978,-1.063369212238123,-1.065283975229953,-1.0670391746391297,-1.0683555741960125,-1.0693927374832533,-1.0699113191268754,-1.069273064796265,-1.0680763379263705,-1.0664807020998457,-1.0646058300036791,-1.0622522671595553,-1.0591008864021694,-1.0550719059401923,-1.0502451075649548,-1.044540709485128,-1.0383576206573442,-1.0309778049596678,-1.0225209350790854,-1.0133859199722306,-1.004051450387059,-0.9947967625932141,-0.9855420747993711,-0.9763671687968511,-0.9673917172726499,-0.9588949564964041,-0.9507173228854635,-0.9431779436051335,-0.935877909698782,-0.9283784213141155,-0.9197220969552178,-0.9085127552738795,-0.8935536694002097,-0.8735284397773221,-0.8462430671437463,-0.8114183152298388,-0.7685754932876461,-0.7173954741518591,-0.6583170576747753,-0.59181893460435,-0.5183399047928766,-0.43827887719698927,-0.35159596092102446,-0.25765290163436977,-0.1548141726148407,-0.03913057519178345,0.090953635565658,0.23851005862355004,0.4041370574168346,0.585321505518738,0.7744442418576033,0.9592986523605133,1.1260027053367039,1.2638656407484556,1.3687786963424682,1.4444517254154117,1.4980251982909856,1.536440130814573,1.5650419030050315,1.5861042959151601,1.6007841455191898,1.6089617791301303,1.6102382877913497,1.6041349807548928,1.5906518580207558,1.570068155858586,1.5427827832250103,1.5093542126593122,1.470340916700778,1.4262614769930273,1.3777142569710077,1.3248987111130328,1.268492984645378,1.2086965320463567,1.1460678258552548,1.0812451204026792,1.0148267791235805,0.9469324747049457,0.8772430799814708,0.8059580494314694,0.7327183649939765,0.6575639175646534,0.5808138343088056,0.5027872423917384,0.42388305077008037,0.34461984108745536,0.26559597677881064,0.18733003948776317,0.11006137458829494,0.033909654767392626,-0.04100544728795187,-0.11440469530809663,-0.18592907123207653,-0.25494032072927736,-0.32103953484307246,-0.38418682267779486,-0.4443422933377847,-0.5019048557796705,1.4
-1.6299813162713377,-1.5965401997245736,-1.5635646207631486,-1.531132168984616,-1.4991652547914225,-1.4674699041896744,-1.4360073223805967,-1.4047387145654093,-1.3735089015489985,-1.3424342677277032,-1.311437223503961,-1.2803625896826658,-1.2493655454589236,-1.218523680430297,-1.1877594049992255,-1.1569563347693754,-1.1262308541370822,-1.0952338099133418,-1.0637712281042624,-1.0321534671000712,-1.0003417321019896,-0.9685687919026864,-0.9370286204960518,-0.9058763970771997,-0.8751897112436832,-0.8447357942028371,-0.815174157533889,-0.7862720324441669,-0.7584949565190133,-0.7315713661669777,-0.7052296977966165,-0.6793535670115908,-0.6534774362265652,-0.6270193834598686,-0.5988155647481543,-0.5673529829390767,-0.531855742057071,-0.49147035652901755,-0.4461968263549199,-0.39564720354699223,-0.34017064129424013,-0.279961113590554,-0.21529018402738082,-0.14646821099494442,-0.07353398929202666,0.0043271718557172075,0.08792996322262675,0.180455558308512,0.2836497230583856,0.40022809338672194,0.5311605392629725,0.6750892427299033,0.8268157007512414,0.9771455460165674,1.115061055672884,1.2312514780134363,1.3211002319836307,1.3856935719492451,1.430501564538009,1.4607615075849631,1.4820986469129431,1.4972286184364236,1.5070049077285157,1.5106516188136614,1.5080135724967472,1.4988579999851062,1.4832236960775116,1.4612270451703004,1.4334499692451468,1.4008623382715024,1.3636581262432572,1.322147691550639,1.276331034193647,1.2268288709527293,1.1744170978034503,1.1196776367274845,1.0633087941028325,1.0049614167404977,0.9451786318233705,0.8839604393514545,0.8220827353003074,0.7588472132919247,0.6941762837287516,0.6282639206046782,0.5611877135172596,0.4931028416616094,0.4240868946352827,0.3548381788162873,0.2858998213875192,0.21765977033675538,0.15007923086522099,0.08300302377780236,0.016741507464725035,-0.04835616488500711,-0.11225119847261739,-0.1746720297066587,-0.23530830019690385,-0.29396603594946424,-0.3511107745496773,-0.40713046398532354,1.7
-1.0877618528995234,-1.0886015367347444,-1.0894412205699668,-1.0903904283836958,-1.0913396361974246,-1.091923764082797,-1.091887256089961,-1.0913031282045902,-1.0903904283836958,-1.088784076698924,-1.0865935971287803,-1.0839650216446064,-1.0807158102822256,-1.0767364390631304,-1.0721364319658284,-1.0670983289544962,-1.061366574079287,-1.0544665634333317,-1.0463617890237988,-1.037307806800537,-1.027596680706231,-1.0175204746835684,-1.00722522070389,-0.996674410774363,-0.9860505848591641,-0.9756458069009794,-0.965460076899809,-0.9558219667911748,-0.9466584605894052,-0.9377870183303216,-0.9288060520927303,-0.9194965139196183,-0.9091647519471056,-0.8966790183972833,-0.8805789935567238,-0.8591853097549836,-0.8304900273860939,-0.7941645745145374,-0.7500629191689685,-0.6983310933207312,-0.6391151289411692,-0.5728531219443096,-0.49998316824418065,-0.4207608237906343,-0.3351860885836705,-0.24256531075940893,-0.14110959866889988,-0.027058629050062205,0.10181458566008393,0.24824814492422043,0.4127166526492084,0.592445501379535,0.7796949966340221,0.9623079767983712,1.1268495005090313,1.2626592338579687,1.3661228855544436,1.4405991909393439,1.4931341926299664,1.5305183772937596,1.5579723879062326,1.578781943822602,1.5933121249712259,1.6011978514237446,1.6020375352589655,1.5955391125342058,1.5816660752566263,1.5608565193402568,1.5336945726704683,1.5005453151756205,1.461919858755412,1.4182197913310373,1.369883208816523,1.317421223111571,1.261637010058568,1.2025305696575124,1.1408685697579548,1.0771986302524315,1.0116302751194506,0.9445650922802042,0.8760760977203648,0.8059807514757521,0.7339504816108458,0.6601313200969879,0.5845962829198523,0.5077104500077921,0.43005794924618296,0.3522229085203939,0.2747529477229646,0.19808616276791863,0.12211302967675293,0.04716212038498805,-0.02636497718618355,-0.09832223106541796,-0.16812551336734446,-0.2355557761349472,-0.3003574634183792,-0.3623115272606214,-0.4215274916401849,-0.4782609125069184,2.0
-1.1200174515077415,-1.1096226773820446,-1.0992279032563477,-1.0888805938526862,-1.0783908902829205,-1.0677113278250128,-1.0567944417569302,-1.045402908468495,-1.0332044749054634,-1.0207212530102212,-1.007573525006487,-0.9939036850603669,-0.979616803727788,-0.9648078104528234,-0.949381775791402,-0.9332912350214886,-0.9166785823091893,-0.8989742409900809,-0.8801307463421281,-0.8607651397517894,-0.8405926328868543,-0.8201828024117419,-0.7998679013807025,-0.7796479297937299,-0.7597602112610053,-0.7403946046706666,-0.721788433632891,-0.7041315570358181,-0.6869493276590977,-0.6703841396688317,-0.6542461341768828,-0.6382505228510402,-0.6218277290268808,-0.6039335288196327,-0.5830490511241678,-0.5578452837235084,-0.5267084260684551,-0.48854678955219893,-0.4436451625069547,-0.3919560802106827,-0.3339541898837396,-0.27016160346850693,-0.20091057401923296,-0.1262960309799885,-0.046270509628738146,0.040352608085398145,0.13537698159975495,0.24316936534156455,0.36629285430072456,0.5077851906874851,0.6686905983866197,0.8463035882421246,1.032745016396167,1.215389266787396,1.379569740306956,1.5131829328358817,1.611292513282524,1.67698368857916,1.7175660259192076,1.740064304163865,1.7510286549539833,1.7534968204998123,1.7487028835742608,1.736456985289196,1.716426872590365,1.68813789825742,1.6517799211785007,1.607495335519711,1.555568929613266,1.4970449273439348,1.4326352995422456,1.3627197639844795,1.2874881795587783,1.2077474465397386,1.124114606313817,1.036969376657295,0.9467389400684872,0.854704844042345,0.7607721591347973,0.6652731384000903,0.568255246560257,0.46967101889326646,0.3693305965109746,0.2669966558032064,0.16295398510217238,0.057629766906189525,-0.04854881628642518,-0.15491725836717957,-0.2607635885055482,-0.3654707653150744,-0.46908625351779143,-0.5713727295035242,-0.6719030107739558,-0.7706296326070526,-0.8669830183383938,-0.9604410560255912,-1.0510512103906782,-1.1385286931014462,-1.223253221934177,-1.3055570499431144,2.8
-1.0693804403308629,-1.0612599659292643,-1.0529944830562077,-1.0447773363403037,-1.0365601896243997,-1.0281980344370398,-1.0194975261496133,-1.0102169839763566,-1.0002597356029663,-0.9897707895009009,-0.9784601287272462,-0.9663277532819999,-0.953712016265229,-0.9405645815197826,-0.9267887767313555,-0.9123846018999479,-0.8970137039254927,-0.8809660997509042,-0.8635650831760489,-0.8453906880867569,-0.8262495698544154,-0.8067217623648567,-0.7870006102466872,-0.7673277942856704,-0.7479449952675676,-0.7286105324066176,-0.7096627588028868,-0.6918267168136615,-0.6744740363959589,-0.657749726021237,-0.6415571133751904,-0.6255578453577546,-0.6094619050260134,-0.5924959138655301,-0.57316145100458,-0.5501051040428963,-0.5217801159516056,-0.4866880658589809,-0.44458727297926104,-0.39567108194105666,-0.3400845012158259,-0.27835922853224193,-0.21097862546183163,-0.13837771741896496,-0.06065317671794514,0.02282336668420638,0.1138403506021306,0.21447622979337397,0.3299513092303993,0.4629724137137359,0.6163430403582226,0.7893381468065735,0.9759640495718934,1.1642817178375489,1.3391135982576892,1.4865872137295861,1.599017115266011,1.676741655967031,1.7256095108480827,1.7540311712536787,1.7683386737707811,1.7726889279144955,1.7692570607566758,1.7579947361401738,1.7388052817506796,1.7113986806452837,1.6755332520382202,1.6313540044009496,1.579247626990689,1.5201325067933353,1.4547336861661704,1.3834861905235705,1.3069217175942067,1.22537862047815,1.1396786138469897,1.0501117146436376,0.9574513013825348,0.862422416420965,0.7655084213304532,0.6671443415253691,0.5671368323771043,0.46563090235711674,0.362239862208185,0.25715705655892185,0.15023747693786718,0.04157779565932848,-0.06824195339086839,-0.17840005554113197,-0.288171468434174,-0.3970244943413235,-0.5046691163196643,-0.6109603258977361,-0.7157047784469346,-0.818854137810103,-0.9196350254728044,-1.0175640798635164,-1.1123996201964774,-1.2040449741573802,-1.2928384948462934,-1.378973526891826,2.8
-1.6460056918374857,-1.6134410019506684,-1.581636577197395,-1.5500855741553028,-1.5189569406318473,-1.4880817288195713,-1.4574599387184783,-1.4270070964248407,-1.3960896476607025,-1.3656368053670631,-1.3352262000252875,-1.3049845424909672,-1.274827358860373,-1.2445857013260526,-1.2141328590324132,-1.1837222536906375,-1.1531849374932723,-1.1223519626328617,-1.0910966182538149,-1.0595456152117226,-1.027783427410313,-0.9961057135126312,-0.9645547104705391,-0.9332148921877643,-0.9022552064717642,-0.8716756533225332,-0.8414762327400768,-0.8120793142430262,-0.7835271347832489,-0.755481798745834,-0.7277321213714643,-0.7003625765638674,-0.6729507948044047,-0.6446942740076724,-0.6149172229438509,-0.582605954768215,-0.5459865175024942,-0.5051856220022781,-0.4596541878933424,-0.40951892603127665,-0.3550754950791279,-0.29653507979620974,-0.23423557579743487,-0.16830369393839112,-0.09857048641162684,-0.024486872842911917,0.05529872922738383,0.143489484718532,0.24245066293489154,0.353913978902871,0.47901983032278506,0.6162899238794102,0.760867010108433,0.904472646444593,1.037138912248088,1.1502072323868828,1.239665096433937,1.3065684281858438,1.355267633684548,1.3910000949611334,1.4174826637795952,1.4374185050592045,1.4516523578372293,1.4601842221136714,1.4626762022736237,1.459001587461491,1.4490759037735512,1.433025862065392,1.4115272535668313,1.3850446847483695,1.3537471034174586,1.3181835899483267,1.2787765138596103,1.2359060077180806,1.1899522040905082,1.1412952355436679,1.0906953672111035,1.0382793099484047,0.9845116702260719,0.9296458697552846,0.8735974346323188,0.8161551800978551,0.7574458170074835,0.6974693453612036,0.6361835282071538,0.5737995503046512,0.510655307268605,0.44729987947323935,0.38419787338905503,0.3216027107272351,0.2596833392952312,0.19843975909304515,0.13782973316881317,0.07831786799303388,0.02011534832502466,-0.03652440412403136,-0.09177033716158958,-0.1454535029801965,-0.1974049537723948,-0.24834271771986813,2.9
-1.6662730071116694,-1.633124423106197,-1.6004858173161949,-1.568514106115651,-1.536934685850084,-1.5056298692390002,-1.474521198095404,-1.4435694433257975,-1.412539230369197,-1.3816659337865862,-1.350910324484469,-1.3200762569953561,-1.289320647693237,-1.2586434965781155,-1.2279271163694945,-1.1969753615998897,-1.1657882322692978,-1.13452264475171,-1.1027863081121534,-1.070736138724614,-1.0384898238695885,-1.0062435090145616,-0.9740756523465303,-0.9421039411459864,-0.9104852917869216,-0.8794158497368232,-0.8485817822477103,-0.8182969220675639,-0.7886397273833778,-0.7594532818211644,-0.730698356287424,-0.7022180344081667,-0.6736200252484176,-0.6444728087797003,-0.6134033667296019,-0.5799409499761501,-0.5425163947794408,-0.5010120138589806,-0.4551139744667884,-0.40490073478986166,-0.35052921120219,-0.2923916946387468,-0.23076278875401876,-0.1658386390154917,-0.09761924542316737,-0.025241567920096394,0.05266741176613573,0.13869681380637183,0.23469040559499724,0.3428057872743801,0.4640629152754594,0.5971672295128146,0.7374896969537268,0.8772237279921744,1.006875882001741,1.1184041948154146,1.207689611615952,1.275320568805812,1.3254945793892425,1.3623306981834875,1.3897910636318074,1.410739399559525,1.4261172042105836,1.436002935771979,1.4396904705607532,1.4372190376704055,1.4287847825684206,1.4145446216287927,1.3948123875995,1.3700196005090168,1.3406370094793159,1.307174592725864,1.2698677248096466,1.2293048421331279,1.1856428610703014,1.1396271343976174,1.0913753493955693,1.041750546121107,0.9908311827612223,0.938656488409415,0.8854618376266703,0.8312080013194905,0.7756988340203879,0.7190127939163566,0.6611891101008963,0.6022670116675012,0.5425603313641559,0.4826575055933213,0.4232254289444593,0.3644210177915578,0.3061658139476227,0.24857750469314602,0.19189146458911652,0.13618615182252472,0.08161848276736376,0.028463061078116938,-0.023005509590732522,-0.07302260380017175,-0.12166667973719472,-0.16940848652377397,3.5
-1.0165899034535395,-1.0148085441046524,-1.0130271847557633,-1.0109645581412625,-1.008526908505943,-1.0056204800945994,-1.0018702498864127,-0.9974637293917955,-0.9924477964883485,-0.9863067945224449,-0.9795563801477135,-0.9716808967105234,-0.963008489354097,-0.9536329138336335,-0.9435072922715342,-0.9325847467901967,-0.9207715216344136,-0.9074582043953571,-0.8929260623386386,-0.8774563627298761,-0.8610491055690676,-0.8441261917546322,-0.8267344991641747,-0.8088740277976932,-0.7910604343088145,-0.773668741718357,-0.756698950026319,-0.7401041813550999,-0.7234625348062803,-0.7070552776454696,-0.6907886541174668,-0.674522030589466,-0.6577866282854391,-0.6395042560205382,-0.6181748217114856,-0.5919232102541915,-0.5588274286669586,-0.5186999654393785,-0.4716345763266564,-0.4174906276959846,-0.35687753195619504,-0.2905453351489234,-0.21929096119340785,-0.14344255523286684,-0.06290636151209299,0.023723956296979775,0.11851102480885631,0.22633014329417367,0.3497595950210634,0.49198707566647876,0.6543251658032888,0.8347581166945893,1.0260198573120243,1.215265849192559,1.386932636972228,1.5277069034119724,1.6309319898922643,1.6990924239260277,1.7401105668280514,1.7620494135459337,1.7717531342096116,1.7727375696392602,1.766549689795756,1.7526738380254703,1.7308756249403956,1.7008269053973122,1.662387045763416,1.616024824814729,1.5623496549600815,1.5018771928530976,1.4354981181682234,1.3638218433142884,1.2870358798017012,1.2057965179168924,1.1207600479462982,1.0324421265435415,0.9413115324846464,0.8481183118112485,0.7534718769321799,0.6576534951130519,0.5604756548434585,0.4617977224905895,0.36129155291123294,0.25895714610538456,0.15493513570585235,0.04964742261105773,-0.05657784803578097,-0.162896874437827,-0.26846585479823315,-0.372769132463379,-0.4754316844124436,-0.5765472664006321,-0.6758346111623289,-0.7732468408199356,-0.8681745429646178,-0.9600551830651507,-1.0485137381007152,-1.1337845974593204,-1.2158208832633677,-1.2949976185336738,3.6
-1.0971876672209346,-1.0914143653621782,-1.0850224954471246,-1.0783728888419486,-1.0714655455466502,-1.0641973708851793,-1.0566199121955608,-1.0485269801256951,-1.0397123853234846,-1.0294029177185595,-1.018887260761537,-1.0080623197763667,-0.9967219054109516,-0.9844020916230669,-0.9711544257507397,-0.9571850971460679,-0.9427518424991737,-0.927390735767837,-0.9109986822760081,-0.8933179453335645,-0.8744516196165536,-0.8550182731812704,-0.8355333794079647,-0.816100032972684,-0.7967182338754258,-0.7774910767922426,-0.7581092776949867,-0.739139857301926,-0.72089209964121,-0.7033660047128389,-0.6862522884886653,-0.6691385722644915,-0.6514578353220478,-0.6323853202529395,-0.6107354382825992,-0.5850648639463375,-0.5529508723569995,-0.5139810848103857,-0.4679493119544008,-0.41490710112706747,-0.35567920973677813,-0.29098730051588223,-0.22134684684462017,-0.14691249073706908,-0.0673234008270566,0.018451369645911878,0.11247371420281863,0.21886741988563277,0.34057068496176085,0.48103718107884985,0.6420710650677619,0.8214042540554147,1.0115623840282377,1.1997617151561237,1.370486498693666,1.5104375214305077,1.6139445761839448,1.6830695564749596,1.7254930156692228,1.7487408651183252,1.7593596167513978,1.7613184155963324,1.7559059451037484,1.743379941963764,1.7231733854581135,1.6944099708403748,1.6568319614204279,1.611264114606663,1.5585827351455022,1.4995610331073126,1.434662934534317,1.3643008181307101,1.289144799290814,1.209349520028704,1.1261005691189425,1.0395525885756065,0.9508911671732588,0.8604255889400512,0.768516685242154,0.6752160034175921,0.5807812801564902,0.4852640627968689,0.3884581619866328,0.29015738837368205,0.18994936325382158,0.08824646533124654,-0.0144873793518208,-0.11711812935883822,-0.21887257461943824,-0.3191836944153486,-0.4180514887465693,-0.5155790522891502,-0.6118179323811141,-0.7064072976562932,-0.7984708433682629,-0.8874415487987581,-0.9733194139477743,-1.0561044388153136,-1.1361574547675484,-1.2134784618044787,3.7
